-1.220004719471035060e-06,-1.686078459024429321e-01,3.665358573198318481e-02,6.838082122802734375e+01
4.679057838075095788e-06,-1.129787489771842957e-01,-1.410137563943862915e-01,7.078226089477539062e+00
3.617741185735212639e-06,1.906202733516693115e-02,-1.088828071951866150e-01,9.154745101928710938e+00
1.225799337589705829e-06,-7.507965713739395142e-02,-3.682861477136611938e-02,2.701863861083984375e+01
3.704935807036235929e-06,-9.228948503732681274e-02,-1.115180701017379761e-01,8.939257621765136719e+00
1.388054442941211164e-06,-4.227685555815696716e-02,-4.170615598559379578e-02,2.386033058166503906e+01
-1.394880211336158027e-08,2.033495455980300903e-01,2.995449351146817207e-03,1.297931098937988281e+01
2.972226639030850492e-06,-2.313258349895477295e-01,-8.939692378044128418e-02,1.114297580718994141e+01
-1.173657551589712966e-06,1.499261707067489624e-01,3.525981679558753967e-02,5.234578323364257812e+01
1.852227001108985860e-06,-8.425520360469818115e-02,-5.566522851586341858e-02,1.788087081909179688e+01
4.518142759479815140e-06,1.379647701978683472e-01,-1.361342221498489380e-01,7.330308437347412109e+00
2.063984766209614463e-06,5.698408558964729309e-02,-6.203726679086685181e-02,1.604633712768554688e+01
1.821946284508157987e-06,-3.676287084817886353e-02,-5.475439876317977905e-02,1.817804908752441406e+01
1.850967805694381241e-06,1.460023969411849976e-01,-5.562788620591163635e-02,1.789301681518554688e+01
4.684969781010295264e-07,2.378642372786998749e-02,-1.407364290207624435e-02,7.069291687011718750e+01
2.134255737473722547e-06,1.336906552314758301e-01,-6.415229290723800659e-02,1.551802921295166016e+01
-5.515238044040415843e-08,-1.280796378850936890e-01,1.656196080148220062e-03,2.201895523071289062e+01
5.043918008595937863e-06,1.789676994085311890e-01,-1.520923674106597900e-01,6.566221237182617188e+00
-1.347889337921515107e-06,-1.925705075263977051e-01,4.049777984619140625e-02,6.311283493041992188e+01
1.636457568565674592e-06,1.671431362628936768e-01,-4.329198598861694336e-02,1.985920333862304688e+01
7.364959060396358836e-07,2.530193701386451721e-02,-2.212495543062686920e-02,4.496890640258789062e+01
1.409943138241942506e-06,-1.030868664383888245e-01,-4.236411303281784058e-02,2.348989295959472656e+01
2.069979018415324390e-06,9.918098151683807373e-02,-6.221769005060195923e-02,1.599988651275634766e+01
2.303562951055937447e-06,1.336597949266433716e-01,-6.924930214881896973e-02,1.437745952606201172e+01
7.723585440544411540e-06,1.147393956780433655e-01,-2.341305315494537354e-01,4.288080215454101562e+00
3.049533688681549393e-06,-1.161016151309013367e-01,-9.172888100147247314e-02,1.086049175262451172e+01
-8.321804330080340151e-07,-1.135661974549293518e-01,2.499860897660255432e-02,9.949492645263671875e+01
5.330751946530654095e-07,-2.627736516296863556e-02,-1.601349934935569763e-02,6.212898254394531250e+01
2.865091573767131194e-06,-1.211007758975028992e-01,-8.616670966148376465e-02,1.155964469909667969e+01
5.396831852522154804e-07,-3.410102799534797668e-02,-1.621199585497379303e-02,6.136827087402343750e+01
-1.264970705960877240e-06,-1.359645277261734009e-01,3.800508007407188416e-02,8.370132446289062500e+01
9.792180435397312976e-07,9.649492055177688599e-02,-2.941824309527873993e-02,3.382233428955078125e+01
5.451763627206673846e-06,-5.341012030839920044e-02,-1.644977778196334839e-01,6.074996948242187500e+00
4.429836280905874446e-06,-1.181763112545013428e-01,-1.334567219018936157e-01,7.476443767547607422e+00
-5.737700803365441971e-07,2.330282479524612427e-01,2.367433346807956696e-02,1.659715080261230469e+01
2.376878001086879522e-06,-1.877834200859069824e-01,-7.145616412162780762e-02,1.393400573730468750e+01
6.550417879225278739e-07,-9.171140938997268677e-02,-1.967743784189224243e-02,2.594048690795898438e+01
5.269418579700868577e-06,-6.868258118629455566e-02,-1.589482277631759644e-01,6.285217285156250000e+00
1.523511627965490334e-07,1.170450672507286072e-01,-1.388676464557647705e-02,2.860484123229980469e+01
5.502364729181863368e-06,-3.979979455471038818e-02,-1.660384833812713623e-01,6.019138813018798828e+00
1.061697616933088284e-06,-5.670291557908058167e-02,-3.189656510949134827e-02,3.119478416442871094e+01
5.046706064604222775e-06,1.711522489786148071e-01,-1.521772146224975586e-01,6.562587261199951172e+00
