-4.609748363494873047e+00,-5.862757191061973572e-02,-2.719234488904476166e-02,3.547718048095703125e+01
-4.605002403259277344e+00,-2.426773123443126678e-02,-7.486455887556076050e-02,1.321942710876464844e+01
-4.564223766326904297e+00,2.652348577976226807e-02,-1.520811766386032104e-01,6.544308185577392578e+00
-4.465059280395507812e+00,-1.896019726991653442e-01,-1.774289160966873169e-01,5.619560241699218750e+00
-4.614104747772216797e+00,6.931200157850980759e-03,-4.719405993819236755e-02,2.089295768737792969e+01
-4.591669082641601562e+00,1.086589843034744263e-01,1.607509143650531769e-02,3.990373611450195312e+01
-4.545805931091308594e+00,-1.258260756731033325e-01,1.277919858694076538e-01,2.277010726928710938e+01
-4.609580993652343750e+00,3.936903551220893860e-02,-5.181561037898063660e-02,1.904535675048828125e+01
-4.563254833221435547e+00,1.552599519491195679e-01,-1.654659397900104523e-02,1.517509937286376953e+01
-4.465323925018310547e+00,-2.319696992635726929e-01,-1.158368811011314392e-01,8.440320014953613281e+00
-4.616966247558593750e+00,-1.201516482979059219e-02,-3.009450435638427734e-02,3.260089111328125000e+01
-4.468572139739990234e+00,1.947672069072723389e-01,-1.672339588403701782e-01,5.957839965820312500e+00
-4.560910701751708984e+00,1.593932956457138062e-01,2.834358485415577888e-03,1.484048748016357422e+01
-4.613920211791992188e+00,3.344258666038513184e-02,-3.535282239317893982e-02,2.780803108215332031e+01
-4.581008911132812500e+00,1.184696704149246216e-01,-5.106878653168678284e-02,1.932238197326660156e+01
-4.611575126647949219e+00,-4.347142577171325684e-02,3.944472596049308777e-02,4.240941238403320312e+01
-4.611254215240478516e+00,-2.155956998467445374e-02,-5.510380864143371582e-02,1.791806602478027344e+01
-4.587019920349121094e+00,1.106113865971565247e-01,4.333620518445968628e-02,8.004991912841796875e+01
-4.605053424835205078e+00,-5.873631685972213745e-02,-5.235665291547775269e-02,1.885036468505859375e+01
-4.599563598632812500e+00,-6.102215871214866638e-02,-6.952998042106628418e-02,1.422614192962646484e+01
-4.555051326751708984e+00,3.597438707947731018e-02,-1.628592461347579956e-01,6.115745544433593750e+00
-4.492185115814208984e+00,-1.074908152222633362e-01,2.101269960403442383e-01,2.334305763244628906e+01
-4.565841674804687500e+00,-1.452923119068145752e-01,4.684147238731384277e-02,1.862066841125488281e+01
-4.473620891571044922e+00,-9.579017758369445801e-02,-2.329181879758834839e-01,4.299310684204101562e+00
-4.518362998962402344e+00,-2.009792029857635498e-01,-5.930061265826225281e-02,1.638984870910644531e+01
-4.508429050445556641e+00,2.149865590035915375e-02,-2.182081192731857300e-01,4.583474159240722656e+00
-4.518332004547119141e+00,-6.216573715209960938e-02,-1.998668909072875977e-01,4.996841430664062500e+00
-4.618230819702148438e+00,7.720404537394642830e-04,-2.257926948368549347e-02,4.325936889648437500e+01
-4.617741107940673828e+00,8.322319015860557556e-03,-2.551474422216415405e-02,3.836034393310546875e+01
-4.580325603485107422e+00,1.006485596299171448e-01,8.330421894788742065e-02,7.935941314697265625e+01
-4.519861221313476562e+00,-1.984609663486480713e-01,-6.220677122473716736e-02,1.434849929809570312e+01
-4.473317146301269531e+00,7.768772542476654053e-02,-2.397493869066238403e-01,4.179263114929199219e+00
-4.619054794311523438e+00,8.170531131327152252e-03,-9.912570938467979431e-03,9.638166046142578125e+01
-4.582899570465087891e+00,-8.929971605539321899e-02,-8.837113529443740845e-02,1.121243381500244141e+01
-4.599954128265380859e+00,-8.059487491846084595e-02,4.462574794888496399e-02,2.306863021850585938e+01
-4.481627464294433594e+00,2.306575179100036621e-01,-8.265513926744461060e-02,1.198342990875244141e+01
